"column","entity","text"
"program_name","Branch Library Services","This program provides public services at the 72 Branch Libraries, including: reference and information service, free public access computers, programs for children, teens, and adults, and circulation of library materials such as books, DVDs, CD music, audio books and magazines."
"program_name","Central Library Services","This program provides public services at the Central Library, including: reference and information service, free public access computers, programs for children, teens, and adults, and circulation of library materials such as books, DVDs, CD music, audio books and magazines."
"program_name","Engagement and Learning Services","This program develops monitors, coordinates and evaluates Library programs and services for the entire Library Department including Volunteer Services, Homeless Engagement, Adult Services, Young Adult Services, Children's Services, Adult Literacy, Veteran Engagement, Financial Literacy, Career Online High School, Immigrant Integration, and Mobile Outreach."
"program_name","Technology Support","This program develops and maintains the library's public service website, Information Technology (IT) systems, and web-based resources and services and is responsible for the acquisition, cataloging and processing of all library materials and electronic resources."
"program_name","General Administration and Support","This program is responsible for providing administrative support functions of policy direction, business management, accounting, personnel, and public relations."
"program_name","Office of the Mayor","The Mayor is the executive officer of the City, and exercises supervision over all of its affairs. The Mayor submits proposals and recommendations to the Council, approves or vetoes ordinances passed by the Council, and is active in the enforcement of the ordinances of the City."
"program_name","Neighborhood Council System Development","This program provides educational and operational support for Neighborhood Council leaders to build and maintain the Neighborhood Council system's capacity to increase civic participation and make government more responsive to local community needs."
"program_name","Neighborhood Council Funding Program","This program oversees the Neighborhood Council Funding Program by processing payments, reviewing Monthly Expenditure Reports (MERs), and auditing expenditures of the Neighborhood Councils to ensure that Neighborhood Councils manage public funds in a responsible and fiscally sound manner. This function is being transferred to the Office of the City Clerk effective July 1, 2016."
"program_name","Planning and Policy","This program conducts planning, research, development, and implementation of effective Departmental policies to promote civic participation and effective Neighborhood Council practices while also supporting the work of the Board of Neighborhood Commissioners, Congress of Neighborhoods, and Neighborhood Council Budget Advocates."
"program_name","Neighborhood Council Administrative Support","This program is responsible for the development of the Department's outreach and communication services to promote the Neighborhood Council system citywide and within City government, and assist Neighborhood Councils in their outreach, elections, and communications strategies."
"program_name","General Administration and Support","This program provides management and administrative support including: fiscal oversight; accounting; budget development, implementation, and control; purchasing; payroll; California Public Records Act requests; and contracting and leasing services for the Department and Neighborhood Councils."
"program_name","Convention and Tourism Development","This program attracts and hosts conventions at a world class facility with world class service and drives economic development and job creation by marketing the City's unique cultural, sports, entertainment, and leisure attractions."
"program_name","ADA Compliance","This program oversees the City's compliance with the Americans with Disabilities Act (ADA) and provides training and technical assistance for compliance with disability law through its Community Outreach Resource Center, Braille and sign language interpretation (SLI) services, computer assistance real-time transcription (CART), Section 504 of the Rehabilitation Act on the rights of people with disabilities assistance, and management of federal and state grants."
"program_name","Community Affairs and Outreach","This program conducts the Department's community outreach and education functions, coordinates the City's disability-related events, provides information and referrals, and oversees the Department's emergency preparedness and internal and external communications."
"program_name","AIDS Coordinator's Office","This program develops and supports programs and policies that prevent the transmission of HIV, and improves the quality of life for people living with HIV/AIDS through HIV testing, outreach, health education, risk reduction, and syringe collection and disposal services."
"program_name","General Administration and Support","This program performs management and administrative support including policy development, implementation and control; budget; and operational planning."
"program_name","Public Safety Employment","This program manages the recruitment and selection of qualified police and fire entry-level candidates; conducts sworn promotional exams; conducts civilian public safety-related entry-level and promotional exams; conducts comprehensive background investigations; administers the background disqualification appeal process; administers application and examination protests and appeals; performs test validation studies and implements the findings; determines appropriate classifications and levels of positions; generates Civil Service eligible lists and certifies candidates; and, ensures that City departments have a sufficient pool of qualified and diverse public safety candidates from which to select."
"program_name","Employee Selection","This program creates job classifications and class specifications; allocates positions; recruits and examines for civilian employment through the dissemination of employment opportunity information for employees and the general public, including entry-level and promotional opportunities; maintains a sufficient pool of qualified and diverse candidates; certifies eligible lists for appointment consideration; performs background investigations; handles examination protests and appeals; ensures compliance with federal and state employment law, City Charter provisions, Civil Service Rules, and City Personnel Policies; and maintains Civil Service folders and records."
"program_name","Workers' Compensation and Safety","This program manages the City's self-insured workers' compensation program for all City employees (excluding those of the Department of Water and Power) and partners with the Occupational Health and Safety groups to develop customized loss control strategies for departments experiencing increased accident and injury rates through enhanced safety and accident prevention techniques."
"program_name","Employee Benefits","This program oversees and administers three benefits programs for City employees: (1) Health and Welfare Benefits funded through the Human Resources Benefits budget: Civilian Flex Program (medical, dental, life, disability, accidental death and dismemberment, employee assistance, flexible spending accounts), catastrophic illness leave plans, Affordable Care Act implementation, and unemployment insurance program; (2) Retirement Savings Plans: the Deferred Compensation Plan, a supplementary retirement savings plan for City employees and the Pension Savings Plan, a mandatory retirement savings plan for the City's part-time, seasonal, and temporary employees; and (3) Commute Options and Parking: Transit Subsidy Reimbursement Program, Vanpool Program, Carpool Program, transit spending accounts, and employee parking."
"program_name","Occupational Health","This program evaluates employees to maintain a safe and healthy workforce; assists City departments in preventing and resolving safety and health issues; directs departments in control factors affecting employee safety, which includes compliance with Cal/OSHA regulations, work fitness evaluations, commercial driver license examinations, drug and alcohol testing, and pre-placement physical and psychological examinations."
"program_name","Custody Medical Care","This program provides medical care 24 hours per day, seven days a week to City detainees in compliance with the minimum standards for local detention facilities, including conducting screening and evaluations and providing medical care of injuries and illnesses at three designated City jails. Detainees are transferred from City jails in collaboration with law enforcement when they are in need of a higher level of care than can be offered in the dispensaries. This program also oversees the external medical service agreements that are in place for those transferred to other facilities."
"program_name","Equal Employment Opportunity","This program administers and monitors the City's Equal Employment Opportunity programs; investigates and resolves employment discrimination complaints filed by City employees and applicants to City employment; and investigates complaints on behalf of the Board of Civil Service Commissioners."
"program_name","Employee Training and Development","This program is designed to meet the City's workforce development challenges by providing programs to enhance the workforce, encourage learning and innovation, and promote career development."
"program_name","Liaison Services","This program provides centralized human resources support for 23 City departments. Responsibilities include assisting with succession planning; employee recruitment, selection, development, evaluation, and resolution of staffing issues; employee engagement, measurement, and intervention; advising on MOU and employee relations issues; coordinating and preparing discipline cases; advising and responding to case law and proposed legislation affecting Civil Service employment; advising on Civil Service Rules and City Charter employment provisions; and responding to employee grievances."
"program_name","General Administration and Support","This program provides administrative support including fiscal management, payroll, accounting, contracts, information technology, HRSTAT coordination, and personnel services; prepares and administers the Department's budget, while providing accurate and timely processing and reporting on financial, contractual, and personnel issues; implements and provides ongoing support requirements for computer systems, and enhances all department functions through technology development, implementation, and support."
"program_name","Citywide Planning","This program develops and maintains the City's General Plan (except the Community Plans), updates and implements housing, health, transportation, and environmental policies and regulation, and performs research, analysis, and updates of the Zoning Code."
"program_name","Community Planning","This program prepares, updates, and maintains the City's 35 Community Plans that collectively constitute the required Land Use Element of the City's General Plan."
"program_name","Historic Resources","This program identifies, designates, and promotes the preservation of historically and culturally significant properties in the City. This program also develops historic preservation policies."
"program_name","Development Services","This program provides a full range of pre- and post-entitlement development consultation to properly advise applicants on the development path; serves as the point of entry for all discretionary land use applications; conducts technical research and troubleshoots problematic projects; and manages and monitors condition compliance."
"program_name","Neighborhood Initiatives and Transit Oriented Planning","This program provides targeted neighborhood plans to address more localized land-use issues and challenges through Specific Plans, zoning overlays, transportation plans, streetscape plans, and other planning tools. This program also prepares transit-oriented plans in conjunction with other transportation agencies using grant funds."
"program_name","Geographic Project Planning","This program, organized by geographic units, is responsible for the processing of all discretionary land use entitlement applications, reviewing them for compliance with applicable policies and plans and issuing a letter of determination for all Director of Planning determinations, Office of Zoning Administration functions, subdivision of land applications, and entitlements that require Commissions and Council consideration. Review and documentation for projects requiring review pursuant to the California Environmental Quality Act (CEQA) is a major function within the project planning program."
"program_name","Major Projects and Project Plan Support","This program processes large scale developments, zoning administration, subdivision, and City Planning Commission cases as well as the associated environmental analysis including Environmental Impact Reports and Development Agreements.  This program includes the Expedited Processing Section for the Department which provides the public with a faster alternative for processing entitlement applications.  This program also provides design guidelines, standard operating procedures for all project planning functions, and training for Department staff, Planning Commissions, Neighborhood Councils, City Council, and the Mayor's Office."
"program_name","Technology Support","This program coordinates and implements efficient technology solutions in support of the Department's business needs."
"program_name","General Administration and Support","This program provides department-wide management in budget development, budget implementation, general administration, fiscal services, procurement and contracting, human resource management, record management, and facility management services.  Additionally, this program oversees the coordination of Commission meetings and provides direct staff support for operating programs."
"program_name","Field Forces","This program provides for the prevention, suppression, and investigation of crime through highly visible vehicular and foot patrol activities based in the Department's 21 Geographic Areas.  This program will also provide security services on bus and rail lines within the City through a contract with the Los Angeles Metropolitan Transportation Authority."
"program_name","Specialized Investigation","This program prevents and solves crime through a variety of crime-specific divisions and specialized techniques and equipment, including gang and narcotics, scientific and vice investigative services."
"program_name","Custody of Persons and Property","This program provides legal custody of persons and property involved in criminal activity."
"program_name","Traffic Control","This program maintains a safe flow of traffic and prevents or reduces the number of traffic accidents through priority enforcement.  This program also investigates traffic accidents and traffic crimes."
"program_name","Specialized Enforcement and Protection","This program suppresses crime and provides protection to specific City facilities or persons through a variety of crime-suppression or protection specific divisions and specialized techniques and equipment, including air support, equine, special weapons and tactics, and security services."
"program_name","Personnel Training and Support","This program provides support and training, including policies implemented as a result of Consent Decree-mandated training, for all Department employees through employment services and in-service training; and administers recruiting, selection and training of new employees."
"program_name","Departmental Support","This program supports Police Commission and Department operations through behavioral science, centralized information relay, communication services, fiscal operations, facilities management, fleet services, legal affairs, police records management, statistical data reports, supplies, and transportation."
"program_name","Technology Support","This program supports all information technology systems and equipment used throughout the Department and includes systems development, implementation, and support; hardware and software purchase, installation, and maintenance; and systems coordination, information security, and connectivity with other law enforcement agencies."
"program_name","General Administration and Support","This program controls, directs and supports all Department activities; monitors and inspects the execution of Department policies, procedures, and plans and ensures adherence to memorandums of understanding, policies and orders; and administers the Department's community-relations programs and community affairs."
"program_name","Internal Integrity and Standards Enforcement","This program provides oversight of the Department; ensures that sworn and civilian employees act with honesty, integrity, dignity and respect towards the public; and ensures that the Department continues to meet all mandated responsibilities under the Federal Consent Decree with the U.S. Department of Justice, which was lifted in July 2009."
"program_name","Office of Community Beautification","This program beautifies the City through graffiti removal, litter cleanup and weed removal; greenery planting; community beautification clean-up events; and other programs including adopt-a-median, adopt-a-basket, and the paint bank. This program empowers communities with resources and partnership opportunities to beautify their neighborhoods."
"program_name","Project Restore","This program oversees the restoration and preservation of historic City-owned facilities and other special projects, as well as day-to-day operations, including design, project management, contract administration, fundraising, grant writing, budget, procurement, and accounting."
"program_name","Public Works Accounting","This program provides day-to-day accounting and financial services for the Department of Public Works, including capital programming and budgeting, fee and cost recovery, general and cost accounting, and special funds and projects accounting."
"program_name","Public Works Board and Board Secretariat","This program provides overall management, direction, administrative control, and transparency of process to the public for the Department of Public Works.  This program also oversees the bid and award process of construction contracts."
"program_name","Petroleum and Natural Gas Administration and Safety","This program provides for the administration of pipeline and electric utility franchises, and fulfills the role of petroleum administrator for the City."
"program_name","Public Works Financial Systems","This program creates and maintains financial systems to efficiently manage financial processes within the Department of Public Works."
"program_name","Construction Inspection","This program administers contracts and permits for construction of public works projects such as streets, bridges, sewers, storm drains, street lights, traffic signals, wastewater treatment facilities, and public buildings through inspection at sites and in plants engaged in manufacturing related construction materials. The activities include approving and processing payment for work acceptably completed; recommending acceptance of completed public improvement projects; approving subcontractors; and maintaining the legal record of construction. The program also provides inspection for recreation and parks projects and airport, port, utilities, and wastewater treatment facilities, and the installation of erosion control devices whenever grading operations create a hazard to dedicated and future streets within the City.  It also provides inspection for private development work encroaching in the public right-of-way."
"program_name","Contract Compliance","This program ensures that contractors performing under City-awarded contracts comply with City, state and federal requirements relating to affirmative action; equal employment opportunity; prevailing wage; minimum wage; paid sick leave; fair chance initiative for hiring; business inclusion for minority, women, small, emerging, local, disabled veteran, federal disadvantaged, and other business enterprises; project labor agreements; and other labor regulations through outreach, monitoring, and enforcement activities. Additionally, this program ensures that businesses in the City of Los Angeles comply with the City's minimum wage, fair chance initiative, and paid sick leave ordinance."
"program_name","General Administration and Support","This program provides management and administrative support including budget development, fiscal monitoring, records management, personnel administration, and systems and clerical support."
"program_name","Clean Water Infrastructure","This program provides the following services: Design and construction of wastewater and sewage disposal facilities, stormwater drainage systems and facilities, and emergency sewer and storm drain repair response services."
"program_name","Development Services and Permits","This program provides fee-supported permits and pre-development and engineering services to private developers that are primarily related to infrastructure improvements within the public right-of-way, which are conditions of approval for development projects. Additional services include utility permits; private plan checking; public counter services; and land, aerial, topographic, geodetic, and global positioning system (GPS) surveys and maps."
"program_name","Mobility","This program provides the following services: Design and construction of street improvements, regional transportation improvements, bridges, streetscapes, grade separations, and retaining walls."
"program_name","Public Buildings and Open Spaces","This program provides design and construction services for new and existing public buildings and open spaces. This includes sustainable design; modern, historic, and renovation architectural services; interior space planning; landscape architecture; parks and recreational facility design and construction; and urban design."
"program_name","Sidewalks and Complete Streets","This program provides the following services: administration and management of the City's Sidewalk Repair Program and administration and management of the Street Reconstruction Program, which includes Complete Streets-related projects."
"program_name","General Administration and Support","This program provides management and administrative support functions including Bureau management and administration and other ancillary or support activities which cannot be attributed to an operating program."
"program_name","Watershed Protection","This program is the lead division responsible for managing flood control protection and stormwater pollution abatement programs for the City. This is accomplished through development and implementation of projects to comply with public health and stormwater regulatory requirements. This program is charged with this responsibility under the legal mandate of the Federal Clean Water Act. Each county and municipality throughout the nation is issued a National Pollutant Discharge Elimination System (NPDES) Municipal Stormwater Permit, which regulates the treatment and abatement of stormwater discharges from large municipal storm drain systems.  The NPDES Permit also enforces Total Maximum Daily Loads (TMDL) requirements, which limit the maximum amount of a pollutant that a water body can receive and still meet water quality standards."
"program_name","Clean Water","This program is comprised of wastewater collection, conveyance, treatment, and disposal. The City's wastewater system serves over 4 million people with approximately 6,700 miles of pipeline. The Hyperion Water Reclamation Plant and Terminal Island Water Reclamation Plant (TIWRP) process 370 million gallons of flow per day (MGD) providing full secondary treatment.  TIWRP performs additional tertiary treatment resulting in Class A biosolids products that are beneficially land-applied at a Bureau-owned Kern County farm. The Donald C. Tillman and Los Angeles-Glendale Reclamation Plants process 75 MGD of wastewater to provide 16 MGD of specially treated reclaimed water used by a number of contract users."
"program_name","Solid Resources","This program includes the collection, recycling, and disposal of solid waste, green waste, and other solid resources materials for single-family residences and small apartment complexes city-wide, and manages contracted recycling programs for apartments and commercial and industrial businesses.  It provides for the proper recycling and disposal of household hazardous waste via Solvent, Automotives, Flammables, and Electronics (SAFE) Centers, bulky item pick-ups, and conducts the necessary planning and development of long-term alternatives to landfill disposal and for clean fuel programs related to solid waste."
"program_name","Environmental Quality","This program addresses emerging and existing environmental quality activities and programs that intersect with the Bureau's other core budgetary programs.  This program includes the Bureau's Climate Change, Clean Streets Initiative, Clean Up Green Up, and Operation Healthy Street programs for the Skid Row and Venice areas.  The General Fund is the major funding source for this program as this work has general citywide benefits and is not an eligible expenditure for the Bureau's various special funds."
"program_name","Technology Support","This program provides information technology and the technical management and support for all the automated systems. Systems are used in the stormwater, wastewater treatment and conveyance, solid resources programs, and for financial and administration support.  Information technology includes management of over 2,200 personal computers, three data centers, and complex networks.  The program includes management of over 60 applications ranging from Geographic Information Systems (GIS) and work order systems, service request systems used by the call center, industrial process control systems, and environmental and regulatory compliance systems."
"program_name","General Administration and Support","This program provides for management and administrative support functions, including Bureau and division administration, planning, and administrative services.  It is comprised of two divisions - Administration and Financial Management.  The Administration Division is responsible for providing support for all divisions at worksites and centralized services in these areas: purchasing, payroll, personnel, and specific centralized expenses.  The Financial Management Division provides services related to tracking and reporting of expenditures to various regulatory agencies for Sanitation's annual operating budget."
"program_name","Design and Construction","This program designs and constructs new lighting systems, rehabilitates and replaces deteriorated lighting systems, and supports other departments and agencies with their street lighting designs. These street lighting improvements are all designed according to nationally accepted standards which increase the safety for all the residents in the City. This program promotes regional public spaces that enhance economic development, streetscapes, and walkability. Lit areas create a safe and inviting atmosphere for shoppers, diners, cyclists, and transit users, which can have a positive economic impact on a community."
"program_name","System Operation, Maintenance, and Repair","This program is responsible for the maintenance, repair, and operation of more than 210,000 streetlights in the City of Los Angeles, providing construction support for various street lighting projects, overseeing fleet coordination and warehouse activities, and coordinating with engineering for testing and equipment evaluations. This program ensures that street lights are effectively lighting roads to enhance public safety."
"program_name","Street Lighting Assessment","This program is responsible for coordinating and processing street lighting maintenance assessments for over 550,000 parcels, preparing ordinances, ballots, and mapping to create new assessment districts on an annual basis. Assessments provide funding needed to install, power, and maintain street lights to ensure safe communities and livable neighborhoods."
"program_name","General Administration and Support","This program provides executive, technical, and administrative support. General administrative support includes budget preparation, finance and accounting, and clerical support. Technical program support includes information technology support for all engineering and field operations, maintenance of the street lighting mapping system, asset maintenance system, outage applications, and as-built street lighting projects."
"program_name","Weed Abatement, Brush, and Debris Removal","This program enforces private property weed abatement regulations for unimproved parcels of land outside the ""Very High Fire Severity Zone"" to minimize fire, health, and safety hazards."
"program_name","Investigation and Enforcement","This program enforces various codes, statutes, and ordinances concerning the use of public streets, parkways, and sidewalks for safety, health, and welfare of the public."
"program_name","Street Sweeping","This program involves the scheduled and emergency motor sweeping of improved roadways to maintain clean and aesthetic conditions, and protect the environment by reducing storm drain contamination and air pollution. "
"program_name","Street Tree and Parkway Maintenance","This program plants, trims, and maintains trees, plants, and shrubs in dedicated streets, parkways, and other public ways to enhance safety, visibility, and public health."
"program_name","Maintaining Streets","This program keeps the roadway surface, concrete curbs, and associated structures in a good condition by performing minor repairs to roadways, concrete curbs, gutters, alleys, storm drains, and unimproved roadways.  It also provides inspection and enforcement of private property weed abatement regulations for unimproved parcels of land outside the ""Very High Fire Severity Zone"" to minimize fire, health, and safety hazards."
"program_name","Pavement Preservation","This program maintains roadways by applying slurry seal or returns the road to a good condition by resurfacing with asphalt. The Bureau's Pavement Management System maintains an updated database of road surface conditions."
"program_name","Street Improvement Construction","This program builds streetscape improvements that enhance safety, accessibility, mobility, and community satisfaction, including curb ramps, sidewalks, pedestrian and bike facilities, bus landing facilities, hardscaping and landscaping."
"program_name","Street Improvement Engineering","This program designs streetscape improvements that enhance safety, accessibility, mobility, and community satisfaction, including curb ramps, pedestrian and bike facilities, bus landing facilities, hardscaping and landscaping. It also reviews Metro plans for transit and highway projects along with other city departments. "
"program_name","General Administration and Support","This program involves the control and management of the internal affairs and activities necessary to maintain streets and related improvements.  It includes Bureau administration, research and planning, application of time standards, training, and clerical and administrative support."
"program_name","Animal General Care","This program provides for the daily care of the Zoo's animals by planning, purchasing, preparing, and distributing the animals' daily meals; cleaning and maintaining animal exhibits; daily observation of animals' behavior and recording in daily logs; managing animal records permits; sharing animal behavior information with other zoos; and coordinating behavioral enrichment programs for the animals. In addition, staff participate in the Association of Zoos and Aquariums wildlife conservation programs, conduct research, and use the information to better manage the captive population."
"program_name","Animal Health Care","This program provides veterinary care and health care management for the Zoo's animal collection by performing diagnostic tests, preventative health care, and surgical procedures; maintains animal health records and manages the animal quarantine facility.  In addition, staff supports the Association of Zoos and Aquariums wildlife conservation programs by performing the quarantine procedures necessary to conduct animal transactions."
"program_name","Admissions","This program manages general admissions operations and reservations for programs and classes through onsite and online sales; facilitates the preferred parking program as well as guest relations."
"program_name","Grounds Maintenance","This program provides landscape maintenance and coordinates brush clearance removal and tree trimming."
"program_name","Custodial Services","This program provides custodial support."
"program_name","Public Relations and Marketing","This program manages the Zoo's public relations activities in accordance with a Memorandum of Understanding with Greater Los Angeles Zoo Association.  In addition, it coordinates all commercial filming and photography activities."
"program_name","Education","This program provides public and fee-based educational programming and classes that promote and deliver the mission and messages of the Zoo, provides for all Zoo graphics and signage, and manages audio visual services."
"program_name","Planning, Development and Construction","This program provides facility repair, maintenance, and construction services, as well as project management and design support."
"program_name","Technology Support","This program provides support for all information technology services."
"program_name","General Administration and Support","This program provides leadership and management oversight and general administration support, including financial management and budget development, accounting, recruitment, and hiring."
"program_name","Museums and Educational","This program provides historic and education-based services through museum facilities and exhibits. It promotes awareness of City history, historical knowledge, and environmental and cultural stewardship as well as the conservation of marine life and the preservation of historical artifacts."
"program_name","Griffith Observatory","This program provides residents and visitors with observational, inspirational, and educational experiences through state-of-the-art planetarium shows, unique interactive exhibits, cutting-edge school programs, innovative public programs and events, and breathtaking vistas and historical architectures."
"program_name","Aquatics","This program provides recreation-based aquatic programs and activities at public swimming pools and open water facilities throughout the City, including lifeguard services and pool maintenance and operations."
"program_name","Building and Facilities Maintenance","This program provides construction and maintenance services to park buildings and facilities."
"program_name","Land Maintenance","This program provides general upkeep, cleanliness, and maintenance of park grounds and facilities, including public restrooms."
"program_name","Capital Projects and Planning","This program provides technical services to the Department including: property management, capital improvement administration, engineering, architectural, and environmental compliance. It also coordinates construction and maintenance projects and conducts long-range planning of park property and facilities."
"program_name","Expo Center","This program provides recreational, educational, and cultural programs and services in and around South Los Angeles."
"program_name","Partnerships, Grants, and Sponsorships","This program provides enhanced and expanded recreational programs, environmental stewardship, and improvements to park facilities through partnerships with private entities, sponsorships, donations, and grants."
"program_name","Recreational Programming","This program provides recreational activities, cultural activities, sports program activities, youth and senior activities, and community events."
"program_name","Venice Beach","This program provides recreational programming and maintenance services at the Venice Beach Boardwalk, Venice Skate Park, Muscle Beach, the Venice Recreation Center, and basketball and tennis courts in the area."
"program_name","Utilities and Sanitation Services","This program provides water, electricity, and refuse collection services for park grounds and facilities (including public restrooms)."
"program_name","Public Safety","This program consists of Park Ranger services. Park Rangers support the Department's recreation and community service mission by providing law enforcement, public education, resource protection, and visitor services on park property."
"program_name","City Services","This program provides recreation programming, emergency preparedness services, and maintenance at facilities not owned by the Department."
"program_name","Information Technology","This program provides administrative and professional services, as well as technical expertise, to align and deliver information technology resources to the Department."
"program_name","General Administration and Support","This program manages Department-wide activities including: policy formulation; administrative decision making; finance and administration; human resources; and public information functions."
"program_name","Sustainable Transportation","This program is renamed from ""Vehicles for Hire"" to ""Sustainable Transportation"" in 2016-17 and includes sustainable transportation programs which promote fuel efficiency and vehicle emission controls and create options to decrease dependency on fossil fuels, air pollution, and traffic congestion. In the short term, this program includes the following shared use mobility option services: Vehicles for Hire, Bikeshare, Carshare, and autonomous vehicles."
"program_name","Transportation Planning and Land Use","This program develops long-range transportation plans that become part of the City's Community and Specific plans.  Community and Specific plans are then used as a blueprint to implement transportation projects and programs that are consistent with City policy. This program also provides traffic studies for both City Departments and private developers who seek permit approval from the Department of Transportation relative to the identification of traffic impacts and solutions required for traffic mitigation and CEQA clearance. The following services are provided: 1. Collection and administration of developer trip fees in specific plan areas to implement transportation improvements; 2. Development of long-range transportation plans to implement transportation projects citywide; 3. Case processing of traffic studies as part of a CEQA clearance purpose to identify project-related traffic impacts and recommend appropriate mitigation solutions for proposed development projects; 4. Issuance of B-permit sign-offs, driveway permits, building permit sign-offs, and condition clearance for proposed developments."
"program_name","Transportation Infrastructure and Project Delivery","This program is responsible for the implementation of grant funded capital transportation projects as well as providing coordination services with other City departments and outside agencies.  "
"program_name","Parking Facilities, Meters, and Operations","This program supports the operation and maintenance of City-owned parking lots, management of the City's on-street parking meters, and administration of the City's Permit Parking Service. This program also assists in the development of various mixed-use projects relative to City-owned parking lots in coordination with other City and governmental agencies and private developers. Lastly, this program includes meter security functions for parking meter coin collection and oversight of the coin counting for over 38,000 parking meters."
"program_name","Parking Enforcement Services","This program employs full-time Traffic Officers who enforce parking restrictions found in state and City codes. The Parking Enforcement Services program also provides traffic control services during peak periods at heavily congested intersections, during emergencies, and whenever signals fail."
"program_name","Parking Citation Processing Services","This program is responsible for processing all parking citations issued by the City of Los Angeles for stopped vehicles in violation of California and City codes. In addition, this program provides adjudication services for motorists who contest parking citations issued by the City of Los Angeles."
"program_name","Streets and Sign Management","This program includes the design and installation of traffic markings on repaved streets, installation and maintenance of traffic safety and street name signs, temporary sign postings, and the design and installation of pavement markings that includes lane striping, traffic markings on streets and curbs, and Citywide mark-out. This program also coordinates with the Bureau of Street Services to schedule work crews to install pavement and curb markings in conjunction with street resurfacings."
"program_name","District Offices","This program operates Department of Transportation District Offices at six locations. District Office staff are responsible for investigating the need for and authorizing the installation of traffic signals, stop signs, regulatory, guide, and warning signs, crosswalks, pavement markings, and parking regulations. District Office staff also attend meetings with other governmental agencies and public meetings that include Council Offices, homeowner associations, school staff, developers, and Chambers of Commerce to discuss traffic congestion and traffic safety on local streets and highways."
"program_name","Traffic Signals and Systems","This program is responsible for the design, construction, maintenance, and operation of the City's traffic signal system. The City's traffic signal system includes the Automated Traffic Surveillance and Control (ATSAC) system, which makes it possible for City staff to remotely control traffic signals from a single location. This program also provides the following services: 1. Signal repair and maintenance of existing traffic signals; 2. New signal construction; 3. ATSAC and Signal Operation Services; and 4. Installation of traffic signal loops."
"program_name","Public Transit Services","This program provides several public transit services, including Commuter Express; Community DASH; specialized transit for the elderly and mobility-impaired residents; and charter bus services. Commuter Express provides weekday peak-hour commuter services to and from suburban areas. Community DASH is a local, community-based shuttle bus that operates in several communities."
"program_name","Major Project Coordination","This program is responsible for the implementation of large public, joint-agency transportation projects. Program staff provides coordination, design review, and other services to assist in significant construction projects. Program staff also implements temporary traffic management measures to minimize the impact of major construction projects on transit, pedestrians, cyclists, and motorists."
"program_name","Emergency Management and Special Events","This program plans, coordinates, and implements traffic management plans for Special Events and Emergency Response citywide."
"program_name","Active Transportation","This program focuses on bicycle and pedestrian projects and programs. The Bicycle Initiative Implementation subprogram includes the planning, public outreach, coordination, design, installation, and maintenance of new bike lanes, bikeways, bike paths, bicycle-friendly streets, and sharrows (shared lane bicycle markings). The Pedestrian Plan Implementation subprogram consists of the planning, public outreach, coordination, design, installation, and maintenance of projects that facilitate pedestrian movement and safety."
"program_name","Crossing Guard Services","This program provides crossing guard services to elementary schools throughout the LAUSD to ensure the safe crossing of children to and from their local schools. The program consists of crossing guards, supervisors, and support staff."
"program_name","Technology Support","This program provides direct support to all the Department's operational programs. This program provides services, and maintains technology that includes automated information systems, desktop computers, servers, and data communications."
"program_name","General Administration and Support","This program provides Department-wide administrative services, including executive management, budget development, payroll, and accounts payable."
"department_name","Aging","This Department plans, contracts, and directly administers programs for older adults residing in the City of Los Angeles and their family caregivers through a network of 16 multi-purpose senior centers and Citywide service providers. These programs include both congregate and home-delivered nutrition services, disease prevention, legal services, health promotion, social services, and transportation assistance. The programs promote healthy living, physical activity, and mental and emotional wellness for older adults. They are designed to promote an interdependent, comprehensive, accessible, culturally sensitive, and socially inclusive system of programs for older adults and caregivers. These programs are funded by federal Older Americans Act and state Older Californians Act grant funds."
"department_name","Animal Services","This Department enforces all laws and ordinances regulating the care, custody, control, and prevention of cruelty to all animals, including wildlife, within the City; operates and maintains animal shelters; provides veterinary care; issues permits and conducts inspections for the operation of animal establishments; issues animal licenses as required by law; promotes and conducts spay and neuter surgeries; and participates in the County's rabies control program. The Department also offers educational programs."
"department_name","Building and Safety","This Department enforces all ordinances and laws relating to the construction, alteration, repair, demolition, removal or relocation of buildings or structures as well as the installation, alteration, repair, use and operation of heating, plumbing, lighting, ventilating, refrigerating, electrical and mechanical appliances, and equipment therein.  The Department enforces the zoning ordinance of the City; provides a preventive as well as a corrective program for the rehabilitation of substandard private buildings, commercial buildings, schools, hospitals, and places of public assembly; provides a program for inspection of all excavations and fills on private property; enforces the swimming pool fencing ordinance; tests and approves plumbing appliances and equipment for sale in the City; inspects boilers and elevators; provides reports of residential building records and pending special assessment liens to potential purchasers prior to sale or exchange; and inspects residential property on request to determine its compliance with City code requirements."
"department_name","City Administrative Officer","The City Administrative Officer is the chief financial advisor to the Mayor and the Council and reports directly to both.  This Office conducts studies and investigations, carries out research, and makes recommendations on a wide variety of City management matters for the Mayor and Council.  This Office assists the Mayor and Council in the preparation of the City budget; forecasts and manages revenue projections; plans and directs the administration of the budget; manages the City's debt program; manages the City's risk management program; and directs the development of work programs and standards.  This Office represents the management of the City in negotiating all labor contracts, coordinates applications for federal and state grants and claims for disaster relief, provides support for the Innovation and Performance Commission, chairs and participates on many coordinating committees, and performs other duties required by the Mayor or the Council.

In accordance with Council action in C.F. 00-1700 adopted on July 3, 2001, the title of the Office of Administrative and Research Services was changed to City Administrative Officer."
