"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"40","General Services","4001","Custodial Services","100","100","General Fund","POSPR","Printing Positions","2014-15 Adopted Budget",41
"40","General Services","4001","Custodial Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",275
"40","General Services","4001","Custodial Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",12
"40","General Services","4002","Building Maintenance","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",2
"40","General Services","4002","Building Maintenance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",132
"40","General Services","4002","Building Maintenance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"40","General Services","4002","Building Maintenance","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"40","General Services","4003","Construction Forces","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"40","General Services","4004","Real Estate Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",18
"40","General Services","4005","Parking Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",2
"40","General Services","4005","Parking Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",15
"40","General Services","4005","Parking Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",12
"40","General Services","4007","Emergency Management and Special Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",3
"40","General Services","4007","Emergency Management and Special Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"40","General Services","4008","Fleet Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",182
"40","General Services","4008","Fleet Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",3
"40","General Services","4008","Fleet Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",250
"40","General Services","4009","Fuel and Environmental Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",13
"40","General Services","4009","Fuel and Environmental Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"40","General Services","4010","Standards and Testing Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"40","General Services","4010","Standards and Testing Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"40","General Services","4010","Standards and Testing Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",14
"40","General Services","4010","Standards and Testing Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",61
"40","General Services","4011","Supply Management","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",6
"40","General Services","4011","Supply Management","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",133.83
"40","General Services","4011","Supply Management","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",3
"40","General Services","4011","Supply Management","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",68.17
"40","General Services","4012","Mail Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",17.5
"40","General Services","4012","Mail Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2.5
"40","General Services","4050","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",44.5
"40","General Services","4050","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.5
"43","Housing and Community Investment","4301","Finance and Development","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",14
"43","Housing and Community Investment","4301","Finance and Development","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",54
"43","Housing and Community Investment","4301","Finance and Development","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",32
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",16
"68","City Planning","6849","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",15
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",26
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",8
"43","Housing and Community Investment","4305","Rent Stabilization","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",79
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",195
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",53
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",3
"43","Housing and Community Investment","4308","Executive Management","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",27
"43","Housing and Community Investment","4308","Executive Management","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",8
"43","Housing and Community Investment","4309","Administrative Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",22
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",3
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",33
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",34
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",21
"43","Housing and Community Investment","4349","Technology Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",18
"43","Housing and Community Investment","4349","Technology Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",12
"43","Housing and Community Investment","4350","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",49
"43","Housing and Community Investment","4350","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",11
"44","Library","4401","Branch Library Services","300","300","Library Other Revenue","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",5
"44","Library","4401","Branch Library Services","300","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",648
"44","Library","4402","Central Library Services","300","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",164
"44","Library","4449","Technology Support","300","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",79
"44","Library","4450","General Administration and Support","300","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",75
"46","Mayor","4601","Office of the Mayor","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",89.5
"46","Mayor","4601","Office of the Mayor","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",4.5
"47","Neighborhood Empowerment","4701","Neighborhood Council System Development","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",7
"47","Neighborhood Empowerment","4701","Neighborhood Council System Development","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",10
"47","Neighborhood Empowerment","4702","Neighborhood Council Funding Program","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",3
"47","Neighborhood Empowerment","4702","Neighborhood Council Funding Program","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",7
"47","Neighborhood Empowerment","4703","Planning and Policy","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",-7
"47","Neighborhood Empowerment","4703","Planning and Policy","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1
"47","Neighborhood Empowerment","4703","Planning and Policy","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"47","Neighborhood Empowerment","4704","Neighborhood Council Administrative Support","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",7
"47","Neighborhood Empowerment","4704","Neighborhood Council Administrative Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1
"47","Neighborhood Empowerment","4704","Neighborhood Council Administrative Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"47","Neighborhood Empowerment","4750","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",3
"47","Neighborhood Empowerment","4750","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",4
"48","Convention and Tourism Development","4801","Client Revenue Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",11
"48","Convention and Tourism Development","4801","Client Revenue Services","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",5
"48","Convention and Tourism Development","4802","Facility and Infrastructure Maintenance","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",13
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",13
"48","Convention and Tourism Development","4850","Revenue Management and Fiscal Control","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",4
"65","Disability","6501","ADA Compliance","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",9
"65","Disability","6501","ADA Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",6
"65","Disability","6502","Computerized Information Center For the Disabled","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"65","Disability","6503","Community Affairs and Outreach","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"65","Disability","6504","AIDS Coordinator's Office","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.25
"65","Disability","6504","AIDS Coordinator's Office","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.75
"65","Disability","6504","AIDS Coordinator's Office","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"65","Disability","6550","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",5
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",85
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",15
"66","Personnel","6602","Employee Selection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",58
"66","Personnel","6602","Employee Selection","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"66","Personnel","6602","Employee Selection","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"66","Personnel","6602","Employee Selection","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"66","Personnel","6603","Workers' Compensation and Safety","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",97
"66","Personnel","6604","Employee Benefits","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",17.73
"66","Personnel","6604","Employee Benefits","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"66","Personnel","6604","Employee Benefits","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",8.27
"66","Personnel","6605","Occupational Health","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",26
"66","Personnel","6605","Occupational Health","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1
"66","Personnel","6606","Custody Medical Care","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"66","Personnel","6606","Custody Medical Care","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",38
"66","Personnel","6607","Equal Employment Opportunity","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",13
"66","Personnel","6608","Employee Training and Development","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"66","Personnel","6609","Liaison Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",58.12
"66","Personnel","6609","Liaison Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",40.88
"66","Personnel","6609","Liaison Services","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"66","Personnel","6650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",21
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",54
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",10
"68","City Planning","6801","Citywide Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",14
"68","City Planning","6801","Citywide Planning","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",6
"68","City Planning","6802","Community Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",21
"68","City Planning","6802","Community Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",18
"68","City Planning","6802","Community Planning","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"68","City Planning","6803","Historic Resources","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",9
"68","City Planning","6804","Development Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",9
"68","City Planning","6804","Development Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",125
"68","City Planning","6804","Development Services","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",31
"68","City Planning","6849","Technology Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",30
"68","City Planning","6849","Technology Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"68","City Planning","6850","General Administration and Support","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",-10
"68","City Planning","6850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",22
"68","City Planning","6850","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",30
"70","Police","7001","Field Forces","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",12
"70","Police","7001","Field Forces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",409
"70","Police","7001","Field Forces","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",6409
"70","Police","7001","Field Forces","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2014-15 Adopted Budget",27
"70","Police","7001","Field Forces","100","XXX","DEFAULT SPECIAL FUND","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",400
"70","Police","7001","Field Forces","100","XXX","DEFAULT SPECIAL FUND","RESSW","Sworn Resolution Authority Positions","2014-15 Adopted Budget",16
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",674
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",1738
"70","Police","7003","Specialized Investigation","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",15
"70","Police","7003","Specialized Investigation","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2014-15 Adopted Budget",13
"70","Police","7003","Specialized Investigation","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",23
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",492
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",121
"70","Police","7005","Traffic Control","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",20
"70","Police","7005","Traffic Control","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",679
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",165
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",504
"70","Police","7048","Departmental Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1117
"70","Police","7048","Departmental Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",42
"70","Police","7049","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",127
"70","Police","7049","Technology Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",38
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",64
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",144
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",136
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2014-15 Adopted Budget",405
"74","Board of Public Works","7401","Office of Community Beautification","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",7.08
"74","Board of Public Works","7401","Office of Community Beautification","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.92
"74","Board of Public Works","7402","Project Restore","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.5
"74","Board of Public Works","7402","Project Restore","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.5
"74","Board of Public Works","7403","Public Works Accounting","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",21.51
"74","Board of Public Works","7403","Public Works Accounting","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"74","Board of Public Works","7403","Public Works Accounting","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",34.49
"74","Board of Public Works","7403","Public Works Accounting","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",9.15
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",6.85
"74","Board of Public Works","7449","Public Works Financial Systems","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",0.8
"74","Board of Public Works","7449","Public Works Financial Systems","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",4.2
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",127.25
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",36
"76","Bureau of Contract Administration","7601","Construction Inspection","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",61.75
"76","Bureau of Contract Administration","7601","Construction Inspection","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",24
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",15.5
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",23
"76","Bureau of Contract Administration","7602","Contract Compliance","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2.5
"76","Bureau of Contract Administration","7602","Contract Compliance","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",5
"76","Bureau of Contract Administration","7650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",16.55
"76","Bureau of Contract Administration","7650","General Administration and Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"76","Bureau of Contract Administration","7650","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",4.45
"76","Bureau of Contract Administration","7650","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",351
"78","Bureau of Engineering","7804","Development Services and Permits","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",82.96
"78","Bureau of Engineering","7804","Development Services and Permits","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",6
"78","Bureau of Engineering","7804","Development Services and Permits","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",5.04
"78","Bureau of Engineering","7805","Mobility","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",60
"78","Bureau of Engineering","7805","Mobility","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",45
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",98
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",7
"78","Bureau of Engineering","7850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",38.16
"78","Bureau of Engineering","7850","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",34.84
"82","Bureau of Sanitation","8201","Watershed Protection","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",141
"82","Bureau of Sanitation","8201","Watershed Protection","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",16
"82","Bureau of Sanitation","8202","Clean Water","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1242
"82","Bureau of Sanitation","8202","Clean Water","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"82","Bureau of Sanitation","8203","Solid Resources","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",2
"82","Bureau of Sanitation","8203","Solid Resources","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1225
"82","Bureau of Sanitation","8203","Solid Resources","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",51
"82","Bureau of Sanitation","8249","Technology Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",64
"82","Bureau of Sanitation","8250","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",55
"82","Bureau of Sanitation","8250","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"84","Bureau of Street Lighting","8401","Design and Construction","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"84","Bureau of Street Lighting","8401","Design and Construction","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",80
"84","Bureau of Street Lighting","8401","Design and Construction","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",26
