"Dept.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Fund.Name","Account.Code","Account.Name","Fiscal.Year","Revenue.Amount"
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4152","Cons Plan Checking","7.88E+12","2014_15_actuals",1500
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4211","City Plan Case","7.88E+12","2014_15_actuals",334828
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4226","Over-Under Deposits","7.88E+12","2014_15_actuals",575
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4227","Laboratory Testing Fees","7.88E+12","2014_15_actuals",115
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4230","Pending Lien Report Fees","7.88E+12","2014_15_actuals",549058
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4231","Miscellaneous Improvement Fee","7.88E+12","2014_15_actuals",397320
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4233","Revocable Permit Fee","7.88E+12","2014_15_actuals",501658
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4234","Dedication Investig &Processin","7.88E+12","2014_15_actuals",1270450
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4235","Quitclaim For Easement","7.88E+12","2014_15_actuals",44940
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4238","Parcel Maps - Tent","7.88E+12","2014_15_actuals",589176
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4239","Misc-Engr/St Lighting","7.88E+12","2014_15_actuals",23851
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4245","Private Street Maps","7.88E+12","2014_15_actuals",10569
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4246","Parcel Maps Final","7.88E+12","2014_15_actuals",438817
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4248","Site Plans","7.88E+12","2014_15_actuals",253250
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4251","Release Of Agreements Fee","7.88E+12","2014_15_actuals",16350
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4286","Trench Replacing","7.88E+12","2014_15_actuals",51800
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4321","Geographic Information Systems","7.88E+12","2014_15_actuals",20
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","4329","Lot Split Affidavits","7.88E+12","2014_15_actuals",540
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","5161","Reimbursement Of Expenditures","7.88E+12","2014_15_actuals",2400
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","5331","Reimb Of Related Cost-Pr Yr","7.88E+12","2014_15_actuals",1146446
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","5364","Related Cost Arra - Prior Year","7.88E+12","2014_15_actuals",807
"78","Bureau of Engineering","100","Development Services and Permits","General Fund","5742","Miscellaneous Deposits","7.88E+12","2014_15_actuals",2125
"78","Bureau of Engineering","100","Mobility","General Fund","4237","Blueprints Photocopy Mimeo Etc","7.88E+12","2014_15_actuals",3421
"78","Bureau of Engineering","100","Mobility","General Fund","4250","Survey Monument Fee Sharing","7.88E+12","2014_15_actuals",186280
"78","Bureau of Engineering","100","Mobility","General Fund","4342","Photo Copies","7.88E+12","2014_15_actuals",136
"78","Bureau of Engineering","100","Mobility","General Fund","4345","Copies Of Map","7.88E+12","2014_15_actuals",4415
"78","Bureau of Engineering","100","Mobility","General Fund","4350","Subpoena Fees","7.88E+12","2014_15_actuals",150
"78","Bureau of Engineering","100","Mobility","General Fund","4597","Service To Harbor","7.88E+12","2014_15_actuals",1006
"78","Bureau of Engineering","100","Mobility","General Fund","4660","Construction Traffic Mgmt Fee","7.88E+12","2014_15_actuals",183259
"78","Bureau of Engineering","100","Mobility","General Fund","4931","Lease & Rental Of City Properties","7.88E+12","2014_15_actuals",80
"78","Bureau of Engineering","100","Mobility","General Fund","4934","Leases & Rentals-Other","7.88E+12","2014_15_actuals",27634
"78","Bureau of Engineering","100","Mobility","General Fund","5304","Gas Tax Projects","7.88E+12","2014_15_actuals",2062863
"78","Bureau of Engineering","100","Mobility","General Fund","5311","Reimb-Metro Rail Project","7.88E+12","2014_15_actuals",1262967
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5319","Reimb Prop F Animal Bond Fund","7.88E+12","2014_15_actuals",31934
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5320","Reimb Prop F Fire Bond Fund","7.88E+12","2014_15_actuals",168133
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5321","Reimb Prop Q Police/Fire Fund","7.88E+12","2014_15_actuals",183551
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5322","Proposition K Funds","7.88E+12","2014_15_actuals",1300000
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5336","Mobile Src Air Pollut Rel Cost","7.88E+12","2014_15_actuals",23115
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5342","St Lighting Assess Rel Cost","7.88E+12","2014_15_actuals",22516
"78","Bureau of Engineering","100","Public Buildings and Open Spaces","General Fund","5346","Related Cost Reimb Fr Grants","7.88E+12","2014_15_actuals",35095
"82","Bureau of Sanitation","100","Watershed Protection","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8.28E+12","2014_15_actuals",3435335
"82","Bureau of Sanitation","100","Clean Water","General Fund","5311","Reimb-Metro Rail Project","8.28E+12","2014_15_actuals",1024
"82","Bureau of Sanitation","100","Clean Water","General Fund","5328","Sewer Cons & Main Related Cost","8.28E+12","2014_15_actuals",55355346
"82","Bureau of Sanitation","100","Clean Water","General Fund","5742","Miscellaneous Deposits","8.28E+12","2014_15_actuals",20
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5325","Reimb-Multi Family Bulky Item","8.28E+12","2014_15_actuals",1127260
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5326","Reim-Clarts(Ctrl La Rcyclg Tr)","8.28E+12","2014_15_actuals",115900
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5331","Reimb Of Related Cost-Pr Yr","8.28E+12","2014_15_actuals",652737
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","8.28E+12","2014_15_actuals",29483353
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5356","Household Hazard Waste Rel Cost","8.28E+12","2014_15_actuals",270230
"82","Bureau of Sanitation","100","Solid Resources","General Fund","5357","Citywide Recycling Rel Cost","8.28E+12","2014_15_actuals",2998903
"82","Bureau of Sanitation","100","Bureau of Sanitation - Default Program","General Fund","5168","Reimb Of Prior Year Salary","8.28E+12","2014_15_actuals",2821
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","3811","Reimb From Other Agencies","8.48E+12","2014_15_actuals",106360
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","4342","Photo Copies","8.48E+12","2014_15_actuals",15
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5301","Reimb From Other Funds","8.48E+12","2014_15_actuals",110327
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5304","Gas Tax Projects","8.48E+12","2014_15_actuals",454015
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5311","Reimb-Metro Rail Project","8.48E+12","2014_15_actuals",344667
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5328","Sewer Cons & Main Related Cost","8.48E+12","2014_15_actuals",106729
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5331","Reimb Of Related Cost-Pr Yr","8.48E+12","2014_15_actuals",144038
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5334","Community Dev Tr Related Cost","8.48E+12","2014_15_actuals",21189
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5342","St Lighting Assess Rel Cost","8.48E+12","2014_15_actuals",2034131
"84","Bureau of Street Lighting","100","Design and Construction","General Fund","5361","Related Cost Reimb-Others","8.48E+12","2014_15_actuals",17355
"84","Bureau of Street Lighting","100","System Operation, Maintenance, and Repair","General Fund","5304","Gas Tax Projects","8.48E+12","2014_15_actuals",151339
"84","Bureau of Street Lighting","100","System Operation, Maintenance, and Repair","General Fund","5342","St Lighting Assess Rel Cost","8.48E+12","2014_15_actuals",2222858
"84","Bureau of Street Lighting","100","Street Lighting Assessment","General Fund","5342","St Lighting Assess Rel Cost","8.48E+12","2014_15_actuals",331770
"84","Bureau of Street Lighting","100","General Administration and Support","General Fund","5342","St Lighting Assess Rel Cost","8.48E+12","2014_15_actuals",850092
"86","Bureau of Street Services","100","Weed Abatement, Brush, and Debris Removal","General Fund","3176","Weed Assessments","8.69E+12","2014_15_actuals",602971
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3246","Building Material Permits","8.69E+12","2014_15_actuals",2185499
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3247","Canopy Permits","8.69E+12","2014_15_actuals",420
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3248","Canopy Renewals","8.69E+12","2014_15_actuals",1008
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3249","House Number Curb Permits","8.69E+12","2014_15_actuals",422
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3250","House Moving,Filing,Pmt Inspec","8.69E+12","2014_15_actuals",50
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3251","Overload Permits","8.69E+12","2014_15_actuals",461055
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3254","Newsrack Permit Fees","8.69E+12","2014_15_actuals",150637
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3283","Maintenance Hole Permits","8.69E+12","2014_15_actuals",26874
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","3293","Public Right Of Way Const Enf","8.69E+12","2014_15_actuals",1045984
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4282","Overload Inspection Fees","8.69E+12","2014_15_actuals",289
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4285","Import/Export Of Earth Materia","8.69E+12","2014_15_actuals",129888
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4297","Newsrack Remov & Storage Fees","8.69E+12","2014_15_actuals",620
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4298","Newstand Permit Fees","8.69E+12","2014_15_actuals",13563
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4658","Special Events","8.69E+12","2014_15_actuals",106111
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4811","Fines For Illegal Signs","8.69E+12","2014_15_actuals",47107
"86","Bureau of Street Services","100","Investigation and Enforcement","General Fund","4815","Fines And Penalties-Others","8.69E+12","2014_15_actuals",14219
"86","Bureau of Street Services","100","Street Cleaning","General Fund","5304","Gas Tax Projects","8.69E+12","2014_15_actuals",2808661
"86","Bureau of Street Services","100","Street Cleaning","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8.69E+12","2014_15_actuals",1209064
"86","Bureau of Street Services","100","Street Tree and Parkway Maintenance","General Fund","3256","Tree Removal Permit","8.69E+12","2014_15_actuals",55012
"86","Bureau of Street Services","100","Street Tree and Parkway Maintenance","General Fund","4296","Street Tree Planting","8.69E+12","2014_15_actuals",21700
"86","Bureau of Street Services","100","Street Tree and Parkway Maintenance","General Fund","5304","Gas Tax Projects","8.69E+12","2014_15_actuals",3744881
"86","Bureau of Street Services","100","Maintaining Streets","General Fund","4288","Misc St Maintenance","8.69E+12","2014_15_actuals",915
"86","Bureau of Street Services","100","Maintaining Streets","General Fund","4658","Special Events","8.69E+12","2014_15_actuals",215438
"86","Bureau of Street Services","100","Maintaining Streets","General Fund","5304","Gas Tax Projects","8.69E+12","2014_15_actuals",8425983
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","4287","Outside Service-Misc","8.69E+12","2014_15_actuals",23652
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","5168","Reimb Of Prior Year Salary","8.69E+12","2014_15_actuals",4896
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","5301","Reimb From Other Funds","8.69E+12","2014_15_actuals",3113363
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","5304","Gas Tax Projects","8.69E+12","2014_15_actuals",13731231
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","5331","Reimb Of Related Cost-Pr Yr","8.69E+12","2014_15_actuals",587379
"86","Bureau of Street Services","100","Pavement Preservation","General Fund","5367","Measure R Traffic Relief Oh Reimb","8.69E+12","2014_15_actuals",2308242
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","4281","Street Repairs-Water Blowouts","8.69E+12","2014_15_actuals",2310174
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5121","Damage Claims & Settlements","8.69E+12","2014_15_actuals",61753
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5304","Gas Tax Projects","8.69E+12","2014_15_actuals",2496587
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5311","Reimb-Metro Rail Project","8.69E+12","2014_15_actuals",670306
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5337","Prop A Local Transit Rel Cost","8.69E+12","2014_15_actuals",189004
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8.69E+12","2014_15_actuals",164872
"86","Bureau of Street Services","100","Street Improvement Construction","General Fund","5367","Measure R Traffic Relief Oh Reimb","8.69E+12","2014_15_actuals",577061
"86","Bureau of Street Services","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","8.69E+12","2014_15_actuals",4101
"8","Building and Safety","100","Residential Engineering Plan Checking","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88011005359","2014_15_actuals",NA
"8","Building and Safety","100","New Commercial Construction Inspection","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88021005359","2014_15_actuals",10377965
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","4225","Miscellaneous Adm Services","88041004225","2014_15_actuals",25020
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","4350","Subpoena Fees","88041004350","2014_15_actuals",35920
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88041005359","2014_15_actuals",NA
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","5361","Related Cost Reimb-Others","88041005361","2014_15_actuals",137855
"8","Building and Safety","100","Structural Plan Checking","General Fund","5331","Reimb Of Related Cost-Pr Yr","88111005331","2014_15_actuals",4019057
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","4222","Special Enforcement Fees","88171004222","2014_15_actuals",250
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","4223","Investigation Fees","88171004223","2014_15_actuals",1289563
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","4224","Non-Compliance Fee","88171004224","2014_15_actuals",1242383
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","4675","Code Violation Inspection Fee.","88171004675","2014_15_actuals",2103700
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","4813","Repeat Violation Fee","88171004813","2014_15_actuals",2200
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","5168","Reimb Of Prior Year Salary","88171005168","2014_15_actuals",22
"8","Building and Safety","100","Residential and Commercial Code Enforcement","General Fund","5169","Jury Duty Reimbursement","88171005169","2014_15_actuals",280
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","3284","Local Enforcement Agency Fees","88181003284","2014_15_actuals",1363894
"8","Building and Safety","100","Conservation of Existing Structures and Mechanical Devices","General Fund","4002","Annual Inspection Monitrng Fee","88181004002","2014_15_actuals",214913
"8","Building and Safety","100","Technology Support","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88491005359","2014_15_actuals",NA
"8","Building and Safety","100","General Administration and Support","General Fund","5334","Community Dev Tr Related Cost","88501005334","2014_15_actuals",404899
"8","Building and Safety","100","General Administration and Support","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88501005359","2014_15_actuals",NA
"94","Transportation","100","Sustainable Transportation","General Fund","3287","Vehicle Application","9.49E+12","2014_15_actuals",1442561
"94","Transportation","100","Sustainable Transportation","General Fund","3289","Driver Permit","9.49E+12","2014_15_actuals",897464
"94","Transportation","100","Sustainable Transportation","General Fund","4653","Finger Print Fees","9.49E+12","2014_15_actuals",5167
"94","Transportation","100","Transportation Planning and Land Use","General Fund","3242","B Permits","9.49E+12","2014_15_actuals",34000
"94","Transportation","100","Transit Planning and Land Use","General Fund","3293","Public Right Of Way Const Enf","9.49E+12","2014_15_actuals",17745
"94","Transportation","100","Transportation Planning and Land Use","General Fund","4240","Special Env Impact Report Fee","9.49E+12","2014_15_actuals",1491116
"94","Transportation","100","Transit Planning and Land Use","General Fund","5330","Trnsp Mitigation Related Cost","9.49E+12","2014_15_actuals",511714
"94","Transportation","100","Transportation Infrastructure and Project Delivery","General Fund","5340","Prop C Antigridlock Rel Cost","9.49E+12","2014_15_actuals",18090460
"94","Transportation","100","Transportation Infrastructure and Project Delivery","General Fund","5361","Related Cost Reimb-Others","9.49E+12","2014_15_actuals",991
"94","Transportation","100","Parking Facilities, Meters, and Operations","General Fund","5303","Reimb-Sprf Salaries & Overtime Ladot","9.49E+12","2014_15_actuals",3855671
"94","Transportation","100","Parking Facilities, Meters, and Operations","General Fund","5305","Reimb Of Other Gen Fund Costs-Sprf","9.49E+12","2014_15_actuals",3569589
"94","Transportation","100","Parking Facilities, Meters, and Operations","General Fund","5310","Reimb Fr Oth Fds-Pref Parking","9.49E+12","2014_15_actuals",380139
"94","Transportation","100","Parking Enforcement Services","General Fund","4597","Service To Harbor","9.49E+12","2014_15_actuals",16800
"94","Transportation","100","Parking Enforcement Services","General Fund","4662","Impound Fee","9.49E+12","2014_15_actuals",8091
"94","Transportation","100","Streets and Sign Management","General Fund","3282","Filming Permits","9.49E+12","2014_15_actuals",2093276
"94","Transportation","100","Streets and Sign Management","General Fund","4289","Damages Repaired Trafficsafety","9.49E+12","2014_15_actuals",380419
"94","Transportation","100","Streets and Sign Management","General Fund","4290","Maintenance Agreement","9.49E+12","2014_15_actuals",647253
"94","Transportation","100","Streets and Sign Management","General Fund","4292","Warning Signs","9.49E+12","2014_15_actuals",810
"94","Transportation","100","Streets and Sign Management","General Fund","4293","Temporary Traffic Signs","9.49E+12","2014_15_actuals",909887
"94","Transportation","100","Streets and Sign Management","General Fund","5304","Gas Tax Projects","9.49E+12","2014_15_actuals",1248979
"94","Transportation","100","District Offices","General Fund","4291","Special Projects","9.49E+12","2014_15_actuals",101721
"94","Transportation","100","District Offices","General Fund","4295","Misc-St Sidewalk & Curb Repairs","9.49E+12","2014_15_actuals",1846
"94","Transportation","100","District Offices","General Fund","4338","Witness Fees","9.49E+12","2014_15_actuals",2871
"94","Transportation","100","District Offices","General Fund","4595","Service To Airports","9.49E+12","2014_15_actuals",1775
"94","Transportation","100","District Offices","General Fund","4660","Construction Traffic Mgmt Fee","9.49E+12","2014_15_actuals",141930
"94","Transportation","100","Traffic Signals and Systems","General Fund","5302","State Maintenance Agreement","9.49E+12","2014_15_actuals",545964
"94","Transportation","100","Traffic Signals and Systems","General Fund","5328","Sewer Cons & Main Related Cost","9.49E+12","2014_15_actuals",84104
"94","Transportation","100","Traffic Signals and Systems","General Fund","5336","Mobile Src Air Pollut Rel Cost","9.49E+12","2014_15_actuals",920145
"94","Transportation","100","Public Transit Services","General Fund","5337","Prop A Local Transit Rel Cost","9.49E+12","2014_15_actuals",3553557
"94","Transportation","100","Major Project Coordination","General Fund","4596","Service To Water & Power","9.49E+12","2014_15_actuals",512239
"94","Transportation","100","Major Project Coordination","General Fund","5311","Reimb-Metro Rail Project","9.49E+12","2014_15_actuals",1361077
"94","Transportation","100","Emergency Management and Special Events","General Fund","4355","Transportation Control Services","9.49E+12","2014_15_actuals",1333218
"94","Transportation","100","Active Transportation","General Fund","5301","Reimb From Other Funds","9.49E+12","2014_15_actuals",13439
"94","Transportation","100","Active Transportation","General Fund","5367","Measure R Traffic Relief Oh Reimb","9.49E+12","2014_15_actuals",458887
"94","Transportation","100","General Administration and Support","General Fund","4332","Bad Check Collection Fees","9.49E+12","2014_15_actuals",19702
"94","Transportation","100","General Administration and Support","General Fund","4357","Credit Card Service Charge","9.49E+12","2014_15_actuals",915032
"94","Transportation","100","General Administration and Support","General Fund","5102","Donations & Contributions","9.49E+12","2014_15_actuals",26825
"94","Transportation","100","General Administration and Support","General Fund","5142","Salvage Receipts","9.49E+12","2014_15_actuals",16852
"94","Transportation","100","General Administration and Support","General Fund","5168","Reimb Of Prior Year Salary","9.49E+12","2014_15_actuals",511418
"94","Transportation","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","9.49E+12","2014_15_actuals",16804
"94","Transportation","100","General Administration and Support","General Fund","5331","Reimb Of Related Cost-Pr Yr","9.49E+12","2014_15_actuals",3100018
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3011","Property Tax-Current-Secured","OTHERSPF62991003011","2014_15_actuals",1077782988
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3012","Property Tax-Current-Unsecur","OTHERSPF62991003012","2014_15_actuals",43396028
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3013","Property Tax-Prior-Secured","OTHERSPF62991003013","2014_15_actuals",4319756
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3014","Property Tax-Prior Unsecured","OTHERSPF62991003014","2014_15_actuals",3917632
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3015","Property Tax-Current Sec Suppl","OTHERSPF62991003015","2014_15_actuals",24875916
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3016","Property Tax-Prior Secured Suppl","OTHERSPF62991003016","2014_15_actuals",3835127
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3017","Prop Tax-Sales Tax Replacement","OTHERSPF62991003017","2014_15_actuals",121903462
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3018","Prop Tax-Vlf Replacement","OTHERSPF62991003018","2014_15_actuals",361671984
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3019","Property Tax-Redemp Prior Secured","OTHERSPF62991003019","2014_15_actuals",17065111
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3020","Property Tax-Redemp Prior Suppl","OTHERSPF62991003020","2014_15_actuals",1408659
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3023","Property Tax-Cra Adjustment","OTHERSPF62991003023","2014_15_actuals",174884
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3024","Interest Penalty On Delinq Tax","OTHERSPF62991003024","2014_15_actuals",5945726
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3026","Property Tax-Ex Cra Tax Increment","OTHERSPF62991003026","2014_15_actuals",52362917
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3041","Miscellaneous Taxes","OTHERSPF62991003041","2014_15_actuals",5983001
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3051","Sales & Use Tax","OTHERSPF62991003051","2014_15_actuals",371031099
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3061","Franchise Income-Electric Line","OTHERSPF62991003061","2014_15_actuals",262523
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3062","Franchise Income-Gas","OTHERSPF62991003062","2014_15_actuals",17783604
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3063","Franchise Income-Pipe Lines","OTHERSPF62991003063","2014_15_actuals",2025030
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3064","Franchise Income-Railways","OTHERSPF62991003064","2014_15_actuals",228356
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3065","Franchise Income-Taxi Cabs","OTHERSPF62991003065","2014_15_actuals",3132067
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3066","Franchise Income-Telephone","OTHERSPF62991003066","2014_15_actuals",172998
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3067","Franchise Income-Television","OTHERSPF62991003067","2014_15_actuals",18917886
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3068","Franchise Income-Police Garage","OTHERSPF62991003068","2014_15_actuals",2994848
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3081","Business Tax","OTHERSPF62991003081","2014_15_actuals",479851542
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3083","Amnesty Business Tax","OTHERSPF62991003083","2014_15_actuals",425
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3087","Ab63 Program","OTHERSPF62991003087","2014_15_actuals",17477246
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3101","Telephone User's Tax","OTHERSPF62991003101","2014_15_actuals",207032336
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3102","Electricity User's Tax","OTHERSPF62991003102","2014_15_actuals",363716274
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3103","Gas User's Tax","OTHERSPF62991003103","2014_15_actuals",68642559
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3110","Corporate Documentary Transfer Tax","OTHERSPF62991003110","2014_15_actuals",15694600
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3111","Documentary Transfer Tax","OTHERSPF62991003111","2014_15_actuals",180986098
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3112","Transient Occupancy Tax","OTHERSPF62991003112","2014_15_actuals",202896604
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3113","Parking Occupancy Tax","OTHERSPF62991003113","2014_15_actuals",100369513
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3122","Residential Development Tax","OTHERSPF62991003122","2014_15_actuals",4365011
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3321","Vehicle License Fee","OTHERSPF62991003321","2014_15_actuals",1678066
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3341","Prop Tax-Homeowner Relief-State","OTHERSPF62991003341","2014_15_actuals",8163390
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3351","State Mandated Prog-Other","OTHERSPF62991003351","2014_15_actuals",5796848
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","3352","State Mandated Program -Police","OTHERSPF62991003352","2014_15_actuals",23103933
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","4492","Civic Center Commercialparking","OTHERSPF62991004492","2014_15_actuals",2733485
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","4595","Service To Airports","OTHERSPF62991004595","2014_15_actuals",524242
"OTHERSPF","Other Special Purpose Funds","100","Non-Departmental General - Default Program","General Fund","4596","Service To Water & Power","OTHERSPF62991004596","2014_15_actuals",694911
