Dept Code,Dept Name,Org Level 5 Code,Org Level 5 Name,Prog Code,Prog Name,Fund Code,Source Fund Code,Source Fund Name,Account Code,Account Name,2020-21 Adopted Budget,2021-22 Proposed Budget,2021-22 Adopted
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,424,Community Development Trust Fund (Sch. 8),POSSG,Civilian Regular Authority Positions,,0.34,0.3395
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,440,Rent Stabilization Trust Fund (Sch. 23),POSSG,Civilian Regular Authority Positions,,0.26,0.2575
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,561,HOME Investment Partnership Program Fund (Sch. 9),POSSG,Civilian Regular Authority Positions,0.02,,0
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),POSSG,Civilian Regular Authority Positions,0.65,0.65,0.65
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,3.54,3.54,3.54
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,815,Municipal Housing Finance Fund (Sch. 48),POSSG,Civilian Regular Authority Positions,,0.16,0.1605
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,100,General Fund,POSSG,Civilian Regular Authority Positions,20.97,19.97,19.97
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,2,2,2
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,385,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,0.01,0.01,0.01
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.02,0.02,0.02
26,Controller,26LVL5,Controller,2603,Audits of City Departments and Programs,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22,21,21
26,Controller,26LVL5,Controller,2603,Audits of City Departments and Programs,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
26,Controller,26LVL5,Controller,2603,Audits of City Departments and Programs,100,48R,Building and Safety Building Permit Fund (Sch. 40),RESSG,Civilian Resolution Authority Positions,1,2,2
26,Controller,26LVL5,Controller,2604,Support of the City's Financial Systems,100,100,General Fund,POSSG,Civilian Regular Authority Positions,18,16,16
26,Controller,26LVL5,Controller,2605,Citywide Payroll Administration,100,100,General Fund,POSSG,Civilian Regular Authority Positions,30,25,25
26,Controller,26LVL5,Controller,2605,Citywide Payroll Administration,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,5,5,5
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,26,25,25
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,100,General Fund,POSAN,As Needed Positions,34,34,34
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,100,General Fund,POSSG,Civilian Regular Authority Positions,107.96,107.96,107.96
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,385,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,0.04,0.04,0.04
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,100,General Fund,POSAN,As Needed Positions,38,38,38
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,100,General Fund,POSCOMM,Commissioner Positions,7,7,7
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,5
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSSG,Civilian Regular Authority Positions,41,36,36
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,6,6,10
30,Cultural Affairs,30LVL5,Cultural Affairs,3002,Marketing and Development,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
30,Cultural Affairs,30LVL5,Cultural Affairs,3002,Marketing and Development,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSSG,Civilian Regular Authority Positions,5,4,4
30,Cultural Affairs,30LVL5,Cultural Affairs,3002,Marketing and Development,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3003,Public Art,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSSG,Civilian Regular Authority Positions,10,10,10
30,Cultural Affairs,30LVL5,Cultural Affairs,3003,Public Art,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,3,3,3
30,Cultural Affairs,30LVL5,Cultural Affairs,3004,Grants Program,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
30,Cultural Affairs,30LVL5,Cultural Affairs,3004,Grants Program,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSSG,Civilian Regular Authority Positions,4,3,3
30,Cultural Affairs,30LVL5,Cultural Affairs,3004,Grants Program,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3050,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,2
30,Cultural Affairs,30LVL5,Cultural Affairs,3050,General Administration and Support,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSAN,As Needed Positions,1,1,1
30,Cultural Affairs,30LVL5,Cultural Affairs,3050,General Administration and Support,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),POSSG,Civilian Regular Authority Positions,16,14,14
30,Cultural Affairs,30LVL5,Cultural Affairs,3050,General Administration and Support,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,2,1,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3201,Public Safety Applications,100,100,General Fund,POSAN,As Needed Positions,10,10,10
32,Information Technology Agency,32LVL5,Information Technology Agency,3201,Public Safety Applications,100,100,General Fund,POSHH,Hiring Hall Positions,2,2,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3201,Public Safety Applications,100,100,General Fund,POSSG,Civilian Regular Authority Positions,18,13,13
32,Information Technology Agency,32LVL5,Information Technology Agency,3201,Public Safety Applications,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
32,Information Technology Agency,32LVL5,Information Technology Agency,3202,Public Safety Communications,100,100,General Fund,POSSG,Civilian Regular Authority Positions,78,68,68
32,Information Technology Agency,32LVL5,Information Technology Agency,3202,Public Safety Communications,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,7
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,100,General Fund,POSSG,Civilian Regular Authority Positions,1,26.2,26.2
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,342,Telecommunications Development Account (Sch. 20),POSSG,Civilian Regular Authority Positions,41.1,14,14
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,48R,Building and Safety Building Permit Fund (Sch. 40),POSSG,Civilian Regular Authority Positions,20.88,20.16,20.16
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,10.44,10.08,10.08
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.58,0.56,0.56
32,Information Technology Agency,32LVL5,Information Technology Agency,3206,Client Services and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,40,34,34
32,Information Technology Agency,32LVL5,Information Technology Agency,3206,Client Services and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,2,,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,100,General Fund,POSSG,Civilian Regular Authority Positions,47.67,36.67,36.67
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,4,4,6
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,0.33,0.33,0.33
32,Information Technology Agency,32LVL5,Information Technology Agency,3208,Enterprise and Cloud Infrastructure,100,100,General Fund,POSSG,Civilian Regular Authority Positions,49,44,44
32,Information Technology Agency,32LVL5,Information Technology Agency,3208,Enterprise and Cloud Infrastructure,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,100,General Fund,POSSG,Civilian Regular Authority Positions,11,19,19
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,2
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,342,Telecommunications Development Account (Sch. 20),POSSG,Civilian Regular Authority Positions,10,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,100,General Fund,POSSG,Civilian Regular Authority Positions,42,46,46
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,2,,4
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,342,Telecommunications Development Account (Sch. 20),POSSG,Civilian Regular Authority Positions,6,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3211,Business Applications and Web Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,26,30,30
32,Information Technology Agency,32LVL5,Information Technology Agency,3211,Business Applications and Web Services,100,342,Telecommunications Development Account (Sch. 20),POSSG,Civilian Regular Authority Positions,6,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,33,33,33
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,342,Telecommunications Development Account (Sch. 20),POSSG,Civilian Regular Authority Positions,1,,0
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3301,History and Museums,100,100,General Fund,POSAN,As Needed Positions,7,7,7
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3301,History and Museums,100,100,General Fund,POSCOMM,Commissioner Positions,9,9,9
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3302,Marketing and Events,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,1,1,1
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3348,Property Management,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,2,2,2
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3350,General Administration and Support,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,7,6,6
33,El Pueblo de Los Angeles,33LVL5,El Pueblo de Los Angeles,3350,General Administration and Support,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),RESSG,Civilian Resolution Authority Positions,,,1
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,100,General Fund,POSAN,As Needed Positions,2,2,2
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22,18,18
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,8,8,11
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,0.5,0.5,0.5
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.5,0.5,0.5
36,Employee Relations Board,36LVL5,Employee Relations Board,3601,Employee Relations,100,100,General Fund,POSCOMM,Commissioner Positions,5,5,5
36,Employee Relations Board,36LVL5,Employee Relations Board,3601,Employee Relations,100,100,General Fund,POSSG,Civilian Regular Authority Positions,3,3,3
38,Fire,38LVL5,Fire,3801,Arson Investigation and Counter-Terrorism,100,100,General Fund,POSAN,As Needed Positions,1,1,1
38,Fire,38LVL5,Fire,3801,Arson Investigation and Counter-Terrorism,100,100,General Fund,POSCOMM,Commissioner Positions,5,5,5
38,Fire,38LVL5,Fire,3801,Arson Investigation and Counter-Terrorism,100,100,General Fund,POSSG,Civilian Regular Authority Positions,3,3,3
38,Fire,38LVL5,Fire,3801,Arson Investigation and Counter-Terrorism,100,100,General Fund,POSSW,Sworn Regular Authority Positions,30,30,30
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,100,General Fund,POSSG,Civilian Regular Authority Positions,18,18,18
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,100,General Fund,POSSW,Sworn Regular Authority Positions,1796,1796,1797
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,69,69,69
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,574,Local Public Safety Fund (Sch. 17),POSSW,Sworn Regular Authority Positions,53,53,53
38,Fire,38LVL5,Fire,3804,Metropolitan Fire Communications,100,100,General Fund,POSSG,Civilian Regular Authority Positions,2,2,2
38,Fire,38LVL5,Fire,3804,Metropolitan Fire Communications,100,100,General Fund,POSSW,Sworn Regular Authority Positions,111,111,111
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,100,General Fund,POSSG,Civilian Regular Authority Positions,15,14,14
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,100,General Fund,POSSW,Sworn Regular Authority Positions,23,23,23
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,,,4
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,100,General Fund,POSSG,Civilian Regular Authority Positions,37,37,37
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,100,General Fund,POSSW,Sworn Regular Authority Positions,139,145,146
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,1,1
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,6,,4
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,100,General Fund,POSAN,As Needed Positions,,1,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,100,General Fund,POSSG,Civilian Regular Authority Positions,5,4,4
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,100,General Fund,POSSW,Sworn Regular Authority Positions,1146,1146,1146
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,7,7,7
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,6,6,6
38,Fire,38LVL5,Fire,3847,Training,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22,21,21
38,Fire,38LVL5,Fire,3847,Training,100,100,General Fund,POSSW,Sworn Regular Authority Positions,62,62,62
38,Fire,38LVL5,Fire,3847,Training,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
38,Fire,38LVL5,Fire,3847,Training,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,3,3,3
38,Fire,38LVL5,Fire,3848,"Procurement, Maintenance and Repair",100,100,General Fund,POSSG,Civilian Regular Authority Positions,113,101,101
38,Fire,38LVL5,Fire,3848,"Procurement, Maintenance and Repair",100,100,General Fund,POSSW,Sworn Regular Authority Positions,12,12,12
38,Fire,38LVL5,Fire,3848,"Procurement, Maintenance and Repair",100,100,General Fund,RESSW,Sworn Resolution Authority Positions,1,1,1
38,Fire,38LVL5,Fire,3849,Technology Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,74,65,65
38,Fire,38LVL5,Fire,3849,Technology Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,3,3,3
38,Fire,38LVL5,Fire,3849,Technology Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,,
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,100,General Fund,POSAN,As Needed Positions,5,5,5
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,126,115,115
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,41,41,41
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,3,3
39,Finance,39LVL5,Finance,3901,Revenue Management,100,100,General Fund,POSAN,As Needed Positions,8,8,8
39,Finance,39LVL5,Finance,3901,Revenue Management,100,100,General Fund,POSSG,Civilian Regular Authority Positions,51.61,45.61,45.61
39,Finance,39LVL5,Finance,3901,Revenue Management,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,0.39,0.39,0.39
39,Finance,39LVL5,Finance,3902,Treasury Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,11.9,10.9,10.9
39,Finance,39LVL5,Finance,3902,Treasury Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,3,3
39,Finance,39LVL5,Finance,3902,Treasury Services,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,1.1,1.1,1.1
39,Finance,39LVL5,Finance,3905,LATAX System Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,19.75,20.75,20.75
39,Finance,39LVL5,Finance,3905,LATAX System Support,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.25,0.25,0.25
39,Finance,39LVL5,Finance,3906,Customer Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,60,56,56
39,Finance,39LVL5,Finance,3906,Customer Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,7,7,7.0002
39,Finance,39LVL5,Finance,3906,Customer Support,100,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),RESSG,Civilian Resolution Authority Positions,2,2,1.9998
39,Finance,39LVL5,Finance,3908,Investment,100,100,General Fund,POSSG,Civilian Regular Authority Positions,4.25,4.25,4.25
39,Finance,39LVL5,Finance,3908,Investment,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.75,0.75,0.75
39,Finance,39LVL5,Finance,3909,Tax and Permit,100,100,General Fund,POSSG,Civilian Regular Authority Positions,176,169,169
39,Finance,39LVL5,Finance,3909,Tax and Permit,100,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),RESSG,Civilian Resolution Authority Positions,4,4,4
39,Finance,39LVL5,Finance,3950,General Administration and Support,100,100,General Fund,POSAN,As Needed Positions,7,7,7
39,Finance,39LVL5,Finance,3950,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,26.41,26.41,26.41
39,Finance,39LVL5,Finance,3950,General Administration and Support,100,55R,Code Compliance Fund (Sch. 53),POSSG,Civilian Regular Authority Positions,1,1,1
39,Finance,39LVL5,Finance,3950,General Administration and Support,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.04,0.04,0.04
39,Finance,39LVL5,Finance,3950,General Administration and Support,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,0.55,0.55,0.55
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,POSAN,As Needed Positions,83,83,83
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,POSHH,Hiring Hall Positions,35,35,35
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,POSPR,Printing Positions,38,35,35
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,POSPRASND,As-Needed Printing Positions,17,17,17
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,309,279,289
40,General Services,40LVL5,General Services,4001,Custodial Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,10,10,13
40,General Services,40LVL5,General Services,4001,Custodial Services,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,12,11,11
40,General Services,40LVL5,General Services,4001,Custodial Services,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),RESSG,Civilian Resolution Authority Positions,,,1
40,General Services,40LVL5,General Services,4002,Building Maintenance,100,100,General Fund,POSHH,Hiring Hall Positions,2,2,2
40,General Services,40LVL5,General Services,4002,Building Maintenance,100,100,General Fund,POSSG,Civilian Regular Authority Positions,176,151,152
40,General Services,40LVL5,General Services,4002,Building Maintenance,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,6
40,General Services,40LVL5,General Services,4002,Building Maintenance,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,2,2,2
40,General Services,40LVL5,General Services,4003,Construction Forces,100,100,General Fund,POSAN,As Needed Positions,3,3,3
40,General Services,40LVL5,General Services,4003,Construction Forces,100,100,General Fund,POSSG,Civilian Regular Authority Positions,1,,0
40,General Services,40LVL5,General Services,4004,Real Estate Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,25,21,21
40,General Services,40LVL5,General Services,4004,Real Estate Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,6
40,General Services,40LVL5,General Services,4005,Parking Services,100,100,General Fund,POSAN,As Needed Positions,1,1,1
40,General Services,40LVL5,General Services,4005,Parking Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,20,15,16
40,General Services,40LVL5,General Services,4005,Parking Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,12,11,10
40,General Services,40LVL5,General Services,4005,Parking Services,100,737,El Pueblo de Los Angeles Historical Monument Fund (Sch. 43),POSSG,Civilian Regular Authority Positions,12,12,12
40,General Services,40LVL5,General Services,4007,Emergency Management and Special Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,6,6,6
40,General Services,40LVL5,General Services,4008,Fleet Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,199.27,183.27,183.27
40,General Services,40LVL5,General Services,4008,Fleet Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,2
40,General Services,40LVL5,General Services,4008,Fleet Services,100,206,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2.2,2.2,2.2
40,General Services,40LVL5,General Services,4008,Fleet Services,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,3.73,3.73,3.73
40,General Services,40LVL5,General Services,4008,Fleet Services,100,41A,Street Damage Restoration Fee Fund (Sch. 47),POSSG,Civilian Regular Authority Positions,20,19,19
40,General Services,40LVL5,General Services,4008,Fleet Services,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,204.5,192.5,192.5
40,General Services,40LVL5,General Services,4008,Fleet Services,100,508,Solid Waste Resources Revenue Fund (Sch. 2),RESSG,Civilian Resolution Authority Positions,,,3
40,General Services,40LVL5,General Services,4008,Fleet Services,100,50D,Multi-Family Bulky Item Fee Fund (Sch. 50),POSSG,Civilian Regular Authority Positions,3,3,3
40,General Services,40LVL5,General Services,4008,Fleet Services,100,511,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,3,3,3
40,General Services,40LVL5,General Services,4008,Fleet Services,100,51Q,Measure R Local Return Fund (Sch. 49),POSSG,Civilian Regular Authority Positions,1.8,1.8,1.8
40,General Services,40LVL5,General Services,4008,Fleet Services,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,16.25,16.25,16.25
40,General Services,40LVL5,General Services,4008,Fleet Services,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,1.25,0.25,0.25
40,General Services,40LVL5,General Services,4009,Fuel and Environmental Compliance,100,100,General Fund,POSSG,Civilian Regular Authority Positions,16,14,14
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,15,12.72,12.716
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,3,3
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,206,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,22.1,21.02,21.024
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,41A,Street Damage Restoration Fee Fund (Sch. 47),POSSG,Civilian Regular Authority Positions,3,3,3
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,41A,Street Damage Restoration Fee Fund (Sch. 47),RESSG,Civilian Resolution Authority Positions,1,1,1
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,51Q,Measure R Local Return Fund (Sch. 49),POSSG,Civilian Regular Authority Positions,15.9,15.21,15.212
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),POSSG,Civilian Regular Authority Positions,7,6.76,6.764
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,57F,Sidewalk Repair Fund (Sch. 51),POSSG,Civilian Regular Authority Positions,1,1,1
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,59C,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,1,,
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,3.55,2.92,2.922
40,General Services,40LVL5,General Services,4010,Standards and Testing Services,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,14.45,11.36,11.362
40,General Services,40LVL5,General Services,4011,Supply Management,100,100,General Fund,POSSG,Civilian Regular Authority Positions,158.83,144.83,144.83
40,General Services,40LVL5,General Services,4011,Supply Management,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,4
40,General Services,40LVL5,General Services,4011,Supply Management,100,206,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,1.1,1.1,1.1
40,General Services,40LVL5,General Services,4011,Supply Management,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,7,7,7
40,General Services,40LVL5,General Services,4011,Supply Management,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,26,24,24
