Dept Code,Dept Name,Org Level 5 Code,Org Level 5 Name,Prog Code,Prog Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Account Code,Account Name,2019-20 Actuals,2020-21 Adopted Budget,2020-21 Estimates,2021-22 Proposed Budget,2021-22 Adopted
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,100,General Fund,004200,Litigation,221231,236275,96000,236275,236275
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,100,General Fund,004620,Contingent Expense,5000,5000,5000,5000,5000
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,100,General Fund,006010,Office and Administrative ,975435,644669,389000,645010,645010
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,100,General Fund,006020,Operating Supplies ,,6680,0,6680,6680
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,100,General Fund,009301,City Attorney Outside Counsel,70487,,22000,,
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,342,Telecommunications Development Account (Sch. 20),001010,Salaries General,,5799,0,,0
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),001010,Salaries General,4570,3749,4000,4168,4168
12,City Attorney,12LVL5,City Attorney,1250,General Administration and Support,100,General Fund,761,Sewer Capital Fund (Sch. 14),001010,Salaries General,2975,3749,4000,4168,4168
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,100,General Fund,003040,Contractual Services,104538,,,,
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),001010,Salaries General,2275213,3089561,2449000,3793850,3793850
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),001070,"Salaries, As-Needed",21150,50000,25000,50000,50000
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),001090,Overtime General,69183,100000,100000,100000,100000
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),002120,Printing and Binding,4109,20000,20000,20000,20000
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),002130,Travel,11498,,,,
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),003040,Contractual Services,804163,1213132,1044000,1213132,1213132
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),003310,Transportation,,1000,1000,1000,1000
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),006010,Office and Administrative ,53073,30000,30000,30000,30000
13,Cannabis Regulation,13LVL5,Cannabis Regulation,1301,Regulations and Licensing,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),006020,Operating Supplies ,,5000,5000,5000,5000
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,001010,Salaries General,2473305,2230980,2497000,2680961,2710704
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",,24495,72000,24495,24495
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,001090,Overtime General,9065,34802,18000,34802,34802
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,002120,Printing and Binding,364,9430,7000,9430,9430
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,003040,Contractual Services,30795,81415,32000,92915,92915
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,100,General Fund,006010,Office and Administrative ,91977,27520,17000,27520,27520
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,342,Telecommunications Development Account (Sch. 20),003040,Contractual Services,11500,11500,12000,,0
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,508,Solid Waste Resources Revenue Fund (Sch. 2),001010,Salaries General,34298,28984,29000,31310,31310
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),001010,Salaries General,38208,57117,57000,62621,62621
14,City Clerk,14LVL5,City Clerk,1401,Council and Public Services,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),001010,Salaries General,34298,28984,29000,31310,31310
14,City Clerk,14LVL5,City Clerk,1402,Administration of City Elections,100,General Fund,100,General Fund,001010,Salaries General,1991246,2262753,2533000,2468717,2527831
14,City Clerk,14LVL5,City Clerk,1402,Administration of City Elections,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",963696,202077,610000,1255022,1255022
14,City Clerk,14LVL5,City Clerk,1402,Administration of City Elections,100,General Fund,100,General Fund,001090,Overtime General,110250,31483,16000,163355,163355
14,City Clerk,14LVL5,City Clerk,1402,Administration of City Elections,100,General Fund,100,General Fund,004170,Elections,2443073,163987,4191000,2495384,2495384
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,001010,Salaries General,364189,311725,349000,316092,316092
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",72200,93197,281000,93197,93197
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,001090,Overtime General,1197,,,,
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,002120,Printing and Binding,,1246,1000,1246,1246
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,002130,Travel,1657,,,,
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,003040,Contractual Services,4673,7641,8000,7641,7641
14,City Clerk,14LVL5,City Clerk,1405,Records Management,100,General Fund,100,General Fund,006010,Office and Administrative ,4924,11675,7000,11675,11675
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,100,General Fund,001010,Salaries General,126050,223443,250000,240968,240968
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,100,General Fund,001090,Overtime General,10795,,,,
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,100,General Fund,002120,Printing and Binding,784,150,,150,150
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,100,General Fund,003040,Contractual Services,6574,3188,4000,3188,3188
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,100,General Fund,006010,Office and Administrative ,6245,8513,6000,8513,8513
14,City Clerk,14LVL5,City Clerk,1406,Special Assessments,100,General Fund,659,Business Improvement Trust Fund (Sch. 29),001010,Salaries General,787638,679249,679000,711695,711695
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,001010,Salaries General,2763644,1819784,2037000,2128173,2128173
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",173718,50000,151000,50000,50000
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,001090,Overtime General,32787,2310,1000,2310,2310
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,002120,Printing and Binding,,1650,2000,1650,1650
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,003040,Contractual Services,8403,3265,3000,3265,3265
14,City Clerk,14LVL5,City Clerk,1407,Mayor and City Council Administrative Support,100,General Fund,100,General Fund,006010,Office and Administrative ,2129,5500,4000,5500,5500
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,100,General Fund,001010,Salaries General,728553,430103,481000,721360,721360
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,100,General Fund,001090,Overtime General,7831,,,,
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,100,General Fund,002120,Printing and Binding,,70,,70,70
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,100,General Fund,003040,Contractual Services,50000,162000,162000,253080,253080
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,100,General Fund,006010,Office and Administrative ,131718,70719,44000,76069,76069
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,342,Telecommunications Development Account (Sch. 20),001010,Salaries General,276294,199997,200000,,0
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,342,Telecommunications Development Account (Sch. 20),003040,Contractual Services,90000,93080,93000,,0
14,City Clerk,14LVL5,City Clerk,1449,Technology Support,100,General Fund,342,Telecommunications Development Account (Sch. 20),006010,Office and Administrative ,5000,5350,5000,,0
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,001010,Salaries General,904702,1229917,1377000,1392843,1458347
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",257813,,,,
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,001090,Overtime General,42599,41325,21000,41325,41325
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,002120,Printing and Binding,153,2448,2000,2448,2448
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,002130,Travel,724,,,,
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,003310,Transportation,6250,6500,7000,6500,6500
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,100,General Fund,006010,Office and Administrative ,33371,7405,4000,7405,7405
14,City Clerk,14LVL5,City Clerk,1450,General Administration and Support,100,General Fund,659,Business Improvement Trust Fund (Sch. 29),001010,Salaries General,205978,180887,181000,199822,199822
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,001010,Salaries General,,352607,841000,2274624,2592499
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",,1050,1000,1050,1050
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,002120,Printing and Binding,,385,,385,385
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,003040,Contractual Services,,6400,434000,707000,707000
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,006010,Office and Administrative ,,6440,6000,14440,14440
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,006020,Operating Supplies ,,700,1000,700,700
15,"Civil, Human Rights and Equity",15LVL5,"Civil, Human Rights and Equity",1501,Commission Oversight and Discrimination Enforcement,100,General Fund,100,General Fund,007300,"Furniture, Office, and Technical Equipment",,49972,256000,,0
16A,Appropriations to City Employees' Retirement,16ASF,Assistance from Special Fund,16A1,CERS Appropriation - Special Fund,800,City Employees Retirement Fund (Sch. 12),800,City Employees Retirement Fund (Sch. 12),SEC4PEN,Civilian Pensions - Special Fund Appropriation,98264293,113251104,97389000,129047678,129047678
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,100,General Fund,001010,Salaries General,,,,,0
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",,,,,0
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),001010,Salaries General,3077787,3111051,3273000,3449214,3570715
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),001070,"Salaries, As-Needed",78438,80000,,80000,120000
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),001090,Overtime General,,,10000,,
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),002120,Printing and Binding,6246,5000,5000,5000,5000
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),003040,Contractual Services,242791,357315,107000,357315,357315
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),003310,Transportation,6000,6000,6000,6000,6000
17,Ethics Commission,17LVL5,City Ethics Commission,1701,Governmental Ethics,100,General Fund,534,City Ethics Commission Fund (Sch. 30),006010,Office and Administrative ,35599,39806,40000,39806,39806
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,001010,Salaries General,,,,681131,681131
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,002120,Printing and Binding,,,,10000,10000
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,003040,Contractual Services,,,,255000,255000
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,006010,Office and Administrative ,,,,30000,30000
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,006020,Operating Supplies ,,,,1000,1000
19,Youth Development,19LVL5,Youth Department,1901,Youth Development Services,100,General Fund,100,General Fund,007300,"Furniture, Office, and Technical Equipment",,,,90000,90000
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,100,General Fund,001010,Salaries General,,,,272128,524129
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",,,,,0
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,100,General Fund,003040,Contractual Services,,,,7713907,7713907
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),001010,Salaries General,,,,4740060,4740060
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),001070,"Salaries, As-Needed",,,,8030,8030
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),001090,Overtime General,,,,4028,4028
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),002120,Printing and Binding,,,,13341,13341
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),002130,Travel,,,,1043,1043
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),003040,Contractual Services,,,,8456,8456
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),003310,Transportation,,,,10500,10500
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),006010,Office and Administrative ,,,,72163,72163
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,424,Community Development Trust Fund (Sch. 8),006020,Operating Supplies ,,,,931,931
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),001010,Salaries General,,,,1070274,1070274
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),001070,"Salaries, As-Needed",,,,4522,4522
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),001090,Overtime General,,,,1107,1107
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),002120,Printing and Binding,,,,1793,1793
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),002130,Travel,,,,152,152
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),003040,Contractual Services,,,,4633,4633
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),003310,Transportation,,,,1625,1625
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),006010,Office and Administrative ,,,,10103,10103
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),006020,Operating Supplies ,,,,215,215
21,Community Investment for Families,21LVL5,Community Investment for Families,2101,Community Investment,100,General Fund,45C,Traffic Safety Education Program Fund (Sch. 29),001010,Salaries General,,,,196297,196297
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,001010,Salaries General,68760,251363,69000,120244,120244
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,001070,"Salaries, As-Needed",,60000,,20000,20000
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,001090,Overtime General,,17815,,7815,7815
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,002120,Printing and Binding,,5400,,400,400
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,003040,Contractual Services,308628,4824001,4824000,5287645,5287645
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,006010,Office and Administrative ,,4000,,2000,2000
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,100,General Fund,006030,Leasing,6854,,7000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,10B,Gang Injunction Curfew Settlement (Sch. 29),001010,Salaries General,321153,,321000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,10B,Gang Injunction Curfew Settlement (Sch. 29),003040,Contractual Services,75858,,,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,10C,LA RISE City General Fund Homeless Program (Sch. 29),001010,Salaries General,108853,,109000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,10C,LA RISE City General Fund Homeless Program (Sch. 29),003040,Contractual Services,49123,,,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),001010,Salaries General,26866,14894,27000,8815,8815
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),006030,Leasing,5843,7478,6000,7478,7478
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,45D,High Risk/High Need Services Program Fund (Sch. 29),001010,Salaries General,10007,,10000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,54N,California Disability Employment Project Fund (Sch. 29),001010,Salaries General,9312,,9000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),001010,Salaries General,184350,,184000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),001070,"Salaries, As-Needed",13005,,13000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),001090,Overtime General,4316,,4000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),003040,Contractual Services,14382,,,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),006010,Office and Administrative ,4599,,5000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,551,General Fund- Various Programs Fund (Sch. 29),006030,Leasing,118389,,118000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,56E,LA County Youth Job Program Fund (Sch. 29),001010,Salaries General,42262,14530,42000,9726,9726
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,56L,SYEP - Various Sources Fund (Sch. 29),001070,"Salaries, As-Needed",806,,1000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,56T,DOJ Second Chance Fund (Sch. 29),001010,Salaries General,42192,,42000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57C,LA Regional Initiative for Social Enterprise (Sch. 29),001010,Salaries General,2958,,3000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57C,LA Regional Initiative for Social Enterprise (Sch. 29),001090,Overtime General,24,,,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57C,LA Regional Initiative for Social Enterprise (Sch. 29),006030,Leasing,335,,,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57D,CRA Non-Housing Bond Proceeds Fund (Sch. 29),001010,Salaries General,3368,5365,3000,2836,2836
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),001010,Salaries General,1776319,3656794,1776000,3674858,3674858
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),001070,"Salaries, As-Needed",4775,182552,5000,182552,182552
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),001090,Overtime General,9961,38148,10000,38148,38148
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),002120,Printing and Binding,6190,15942,6000,15942,15942
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),002130,Travel,5721,1179,6000,1179,1179
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),003040,Contractual Services,22120,50811,51000,50811,50811
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),003310,Transportation,304,2376,,2376,2376
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),006010,Office and Administrative ,43251,77463,43000,77463,77463
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),006020,Operating Supplies ,241,5400,,5400,5400
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),006030,Leasing,411860,396082,412000,396082,396082
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,59N,LA County LA RISE Measure H Fund,001010,Salaries General,163099,,163000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,60A,LA County Department of Probation Grants (Sch. 29),001010,Salaries General,10600,,11000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,60K,LA County Project Invest Fund (Sch. 29),001010,Salaries General,48767,,49000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,62F,Trade and Economic Transition National Dislocated (Sch. 29),001010,Salaries General,43464,,43000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,62P,Prison to Employment (P2E) Program Fund (Sch. 29),001010,Salaries General,23494,,23000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2202,Adult Workforce Development,100,General Fund,62Q,Summer Training and Employment Program for Student (Sch. 29),001010,Salaries General,20949,,21000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,100,General Fund,001010,Salaries General,1098772,1383628,1099000,1247685,1515186
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,100,General Fund,002130,Travel,15041,,15000,,
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,100,General Fund,003040,Contractual Services,53154,300000,300000,300000,300000
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,100,General Fund,006030,Leasing,89359,47173,89000,47173,47173
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),001010,Salaries General,1016516,1035111,1017000,968563,968563
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),001070,"Salaries, As-Needed",60269,20886,60000,20886,20886
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),001090,Overtime General,1814,2322,1000,2322,2322
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),002120,Printing and Binding,948,1213,1000,1213,1213
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2205,Economic Development,100,General Fund,424,Community Development Trust Fund (Sch. 8),003040,Contractual Services,18420,71223,71000,71223,71223
